source,API,KI,relevant-groundtruth,relevance
SO,Interval,"Joda Time LocalTime of 24:00 end-of-day 

We're creating a scheduling application and we need to represent someone's available schedule during the day, regardless of what time zone they are in. Taking a cue from Joda Time's Interval, which represents an interval in absolute time between two instances (start inclusive, end exclusive), we created a LocalInterval. The LocalInterval is made up of two LocalTimes (start inclusive, end exclusive), and we even made a handy class for persisting this in Hibernate.

For example, if someone is available from 1:00pm to 5:00pm, we would create:
    
    
    new LocalInterval(new LocalTime(13, 0), new LocalTime(17, 0));
    

So far so good---until someone wants to be available from 11:00pm until midnight on some day. Since the end of an interval is exclusive, this should be easily represented as such:
    
    
    new LocalInterval(new LocalTime(23, 0), new LocalTime(24, 0));
    

Ack! No go. This throws an exception, because LocalTime cannot hold any hour greater than 23.

This seems like a design flaw to me---Joda didn't consider that someone may want a LocalTime that represents a non-inclusive endpoint.

This is really frustrating, as it blows a hole in what was otherwise a very elegant model that we created.

What are my options---other than forking Joda and taking out the check for hour 24? (No, I don't like the option of using a dummy value---say 23:59:59---to represent 24:00.)

Update: To those who keep saying that there is no such thing as 24:00, here's a quote from ISO 8601-2004 4.2.3 Notes 2,3: ""The end of one calendar day [24:00] coincides with [00:00] at the start of the next calendar day ..."" and ""Representations where [hh] has the value [24] are only preferred to represent the end of a time interval ....""

The solution we finally went with was to use 00:00 as a stand-in for 24:00, with logic throughout the class and the rest of the application to interpret this local value. This is a true kludge, but it's the least intrusive and most elegant thing I could come up with.

First, the LocalTimeInterval class keeps an internal flag of whether the interval endpoint is end-of-day midnight (24:00). This flag will only be true if the end time is 00:00 (equal to LocalTime.MIDNIGHT).
    
    
    /**
    * @return Whether the end of the day is {@link LocalTime#MIDNIGHT} and this should be considered midnight of the
    * following day.
    */
    public boolean isEndOfDay()
    {
    return isEndOfDay;
    }
    

By default the constructor considers 00:00 to be beginning-of-day, but there is an alternate constructor for manually creating an interval that goes all day:
    
    
    public LocalTimeInterval(final LocalTime start, final LocalTime end, final boolean considerMidnightEndOfDay)
    {
    ...
    this.isEndOfDay = considerMidnightEndOfDay && LocalTime.MIDNIGHT.equals(end);
    }
    

There is a reason why this constructor doesn't just have a start time and an ""is end-of-day"" flag: when used with a UI with a drop-down list of times, we don't know if the user will choose 00:00 (which is rendered as 24:00), but we know that as the drop-down list is for the end of the range, in our use case it means 24:00. (Although LocalTimeInterval allows empty intervals, we don't allow them in our application.)

Overlap checking requires special logic to take care of 24:00:
    
    
    public boolean overlaps(final LocalTimeInterval localInterval)
    {
    if (localInterval.isEndOfDay())
    {
    if (isEndOfDay())
    {
    return true;
    }
    return getEnd().isAfter(localInterval.getStart());
    }
    if (isEndOfDay())
    {
    return localInterval.getEnd().isAfter(getStart());
    }
    return localInterval.getEnd().isAfter(getStart()) && localInterval.getStart().isBefore(getEnd());
    }
    

Similarly, converting to an absolute Interval requires adding another day to the result if isEndOfDay() returns true. It is important that application code never constructs an Interval manually from a LocalTimeInterval's start and end values, as the end time may indicate end-of-day:
    
    
    public Interval toInterval(final ReadableInstant baseInstant)
    {
    final DateTime start = getStart().toDateTime(baseInstant);
    DateTime end = getEnd().toDateTime(baseInstant);
    if (isEndOfDay())
    {
    end = end.plusDays(1);
    }
    return new Interval(start, end);
    }
    

When persisting LocalTimeInterval in the database, we were able to make the kludge totally transparent, as Hibernate and SQL have no 24:00 restriction (and indeed have no concept of LocalTime anyway). If isEndOfDay() returns true, our PersistentLocalTimeIntervalAsTime implementation stores and retrieves a true time value of 24:00:
    
    
     ...
    final Time startTime = (Time) Hibernate.TIME.nullSafeGet(resultSet, names[0]);
    final Time endTime = (Time) Hibernate.TIME.nullSafeGet(resultSet, names[1]);
    ...
    final LocalTime start = new LocalTime(startTime, DateTimeZone.UTC);
    if (endTime.equals(TIME_2400))
    {
    return new LocalTimeInterval(start, LocalTime.MIDNIGHT, true);
    }
    return new LocalTimeInterval(start, new LocalTime(endTime, DateTimeZone.UTC));
    

and
    
    
     final Time startTime = asTime(localTimeInterval.getStart());
    final Time endTime = localTimeInterval.isEndOfDay() ? TIME_2400 : asTime(localTimeInterval.getEnd());
    Hibernate.TIME.nullSafeSet(statement, startTime, index);
    Hibernate.TIME.nullSafeSet(statement, endTime, index + 1);
    

It's sad that we had to write a workaround in the first place; this is the best I could do.",1,1
SO,DateTime,"Converting a date string to a DateTime object using Joda Time library 

I have a date as a string in the following format `""04/02/2011 20:27:05""`. I am using Joda-Time library and would like to convert it to `DateTime` object. I did:
    
    
    DateTime dt = new DateTime(""04/02/2011 20:27:05"")
    

But I'm getting the following error :
    
    
    Invalid format: ""04/02/2011 14:42:17"" is malformed at ""/02/2011 14:42:17""
    

How to convert the above date to a `DateTime` object?

Use `DateTimeFormat`:
    
    
    DateTimeFormatter formatter = DateTimeFormat.forPattern(""dd/MM/yyyy HH:mm:ss"");
    DateTime dt = formatter.parseDateTime(string);",1,1
SO,DateTime,"Get the number of weeks between two Dates. 

Im working in a project and I got two types in Date. I want to calculate the number of weeks between these two dates. The dates can be in diffrent years. Is there any good solution for this? 

I have tried to implemenent this with Joda-time which was suggested in other topics.. 

Im not familar with this library, but I tried to do something like this:
    
    
    public static int getNumberOfWeeks(Date f, Date l){
    Calendar c1 = Calendar.getInstance();
    Calendar c2 = Calendar.getInstance();
    c1.setTime(f);
    c2.setTime(l);
    DateTime start = new DateTime(c1.YEAR, c1.MONTH, c1.DAY_OF_MONTH, 0, 0, 0, 0);
    DateTime end = new DateTime(c2.YEAR, c2.MONTH, c2.DAY_OF_MONTH, 0, 0, 0, 0);
    Interval interval = new Interval(start, end);
    Period p = interval.toPeriod();
    return p.getWeeks();
    }
    

But this is completely wrong... any suggestions ? 

It is pretty easy with joda time:
    
    
    DateTime dateTime1 = new DateTime(date1);
    DateTime dateTime2 = new DateTime(date2);
    int weeks = Weeks.weeksBetween(dateTime1, dateTime2).getWeeks();",1,1
SO,Period,"Joda Period in year month day 

i am using following code to get difference between 2 dates in year,month,day 
    
    
    tenAppDTO.getTAP_PROPOSED_START_DATE()=2009-11-01 
    tenAppDTO.getTAP_PROPOSED_END_DATE()=2013-11-29 
    ReadableInstant r=new DateTime(tenAppDTO.getTAP_PROPOSED_START_DATE());
    ReadableInstant r1=new DateTime(tenAppDTO.getTAP_PROPOSED_END_DATE());
    Period period = new Period(r, r1); 
    period.normalizedStandard(PeriodType.yearMonthDay());
    years = period.getYears();
    month=period.getMonths();
    day=period.getDays(); 
    out.println(""year is-:""+years+""month is -:""+ month+""days is -:""+ day);
    

by using above code i get the result year is-:4 month is -:0 days is -:0 but actual result is year is-:4 month is -:0 days is -:28

Please provide a solution

You can use `Period.of` from `java.time.Period`
    
    
    public Period getPeriodForMonthsAndDays(int monthsCount, int daysCount) {
    return Period.of(0, monthsCount, daysCount);
    }",0,1
SO,DateTime,"How to get time with respect to another timezone in android 

I want to create an alarm application for FIFA 2014 world cup matches in which i have a server which stores the date and time for the matches in Brazil/Acre and my client is an android application and an android device may have any of the possible timezone so the my problem is i want to convert the Brazil/Acre timing to the local android device timing with different timezone and after lot of googled i came to know about joda data and time lib but it is too slow in android so please suggest any code that will work for me.

If dates are stored in server time zone (Brazil/Acre), you should load date time from DB, convert it to UTC time zone and send to client. On client side change UTC to local time zone: 

Server side:
    
    
    DateTime dateOnServer = // load date from db
    DateTime dateUTC = dateOnServer.withZone(DateTimeZone.UTC); // convert to UTC 
    String dateAsStringUTC = dateUTC.toString(""yyyy-MM-ddTHH:mm:ss"");
    // send 'dateAsStringUTC' to client 
    

Client side:
    
    
    String dateAsStringUTC = // receive date from server
    DateTimeFormatter dtf = DateTimeFormat.forPattern(""yyyy-MM-ddTHH:mm:ss""); // parser for date 
    DateTime dateOnClient= dtf.parseDateTime(dateAsStringUTC); 
    // 'dateOnClient' will be in client time zone 'DateTimeZone.getDefault()'",0,1
SO,DateTime,"Joda Time - Calculation of seconds between two dates throws an exception. 

I am using following code to calculate difference in seconds between two dates:
    
    
    long secondsBetween = (Seconds.secondsBetween(new LocalDate(""1901-01-01""), new LocalDate()).getSeconds());
    

However I am getting the following exception: 
    
    
    08-08 18:21:27.345: E/AndroidRuntime(6972): java.lang.RuntimeException: Unable to start activity ComponentInfo{com.testbdr/com.testbdr.MainActivity}: java.lang.ArithmeticException: Value cannot fit in an int: 3584908800
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2189)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2216)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.access$600(ActivityThread.java:149)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1305)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.os.Handler.dispatchMessage(Handler.java:99)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.os.Looper.loop(Looper.java:153)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.main(ActivityThread.java:5000)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at java.lang.reflect.Method.invokeNative(Native Method)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at java.lang.reflect.Method.invoke(Method.java:511)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:821)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:584)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at dalvik.system.NativeStart.main(Native Method)
    08-08 18:21:27.345: E/AndroidRuntime(6972): Caused by: java.lang.ArithmeticException: Value cannot fit in an int: 3584908800
    08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.field.FieldUtils.safeToInt(FieldUtils.java:206)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.field.BaseDurationField.getDifference(BaseDurationField.java:141)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.chrono.BaseChronology.get(BaseChronology.java:260)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.base.BaseSingleFieldPeriod.between(BaseSingleFieldPeriod.java:105)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at org.joda.time.Seconds.secondsBetween(Seconds.java:124)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at com.testbdr.MainActivity.onCreate(MainActivity.java:27)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.Activity.performCreate(Activity.java:5020)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.Instrumentation.callActivityOnCreate(Instrumentation.java:1080)
    08-08 18:21:27.345: E/AndroidRuntime(6972): at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2153)
    08-08 18:21:27.345: E/AndroidRuntime(6972): ... 11 more
    

# `int`

As the other answers correctly state, the problem is that you and Joda-Time are using an `int` to handle seconds. A 32-bit int can hold only about 68 years worth of seconds.

If you insist on using seconds to track centuries of time, you must use a 64-bit `long` rather than an 32-bit `int`.

By the way, the use in Unix of a 32-bit int to track time by seconds presents a real-world problem knows an the Year 2038 problem.

# Seconds Not Used For Long Spans Of Time

As other suggest, using seconds to track such long spans of time is unusual. You may want to rethink that premise, if possible. 

One alternative: the ISO 8601 standard offers a Durations format of `PnYnMnDTnHnMnS` for number of years, months, days, and so on. Joda-Time knows hows to parse and generate such strings (Period and Duration classes). While Joda-Time can only handle `int` numbers for seconds, it can handle larger number of seconds when presented as strings in this ISO 8601 format, as seen in code example below (`PT3584908800S`).

# Milliseconds

Joda-Time internally tracks a count-from-epoch using milliseconds. Joda-Time offers methods to access those milliseconds as `long` values. 

I normally advise againt working in milliseconds for date-time work. But in your case it makes sense, converting to seconds as needed. 

# Start of Day

To calculate milliseconds, we'll need to use DateTime rather than LocalDate.

Make a habit of calling the method `withTimeAtStartOfDay` to get the first moment of the day. This time is usually `00:00:00` but not always because of Daylight Saving Time or other anomalies.

# Time Zone

Time zone is crucial even for `LocalDate`. The date (and first moment of day) is determined by the time zone. A new day dawns earlier in Paris than it does in Montr\\\\\\\xc3\\\\\\\xa9al. 

If you omit the time zone, the JVM's current default time zone will be used. Generally better to be explicit and specify the desired time zone. I suspect for your purposes, using UTC make sense.

# Duration

Joda-Time offers the Duration class to represent a span of time untied to the timeline (the history of the Universe).

# Example Code

Example code using Joda-Time 2.4.
    
    
    DateTime history = new DateTime( ""1901-01-01"", DateTimeZone.UTC ).withTimeAtStartOfDay(); // Technically, the call to withTimeAtStartOfDay is not necessary here as Joda-Time defaults to that for parsing a date-only string. But the call is a good habit and makes clear out intention.
    DateTime today = new DateTime( DateTimeZone.UTC ).withTimeAtStartOfDay();
    Duration duration = new Duration( history, today );
    long millis = duration.getMillis(); // Use a long, not an int.
    long seconds = ( millis / 1000L ); // Use a long, not an int. Maybe use BigDecimal or BigInteger if you want rounding.
    

Dump to console.
    
    
    System.out.println( ""history: "" + history );
    System.out.println( ""today: "" + today );
    System.out.println( ""duration: "" + duration );
    System.out.println( ""millis: "" + millis );
    System.out.println( ""seconds: "" + seconds );
    

When run.
    
    
    history: 1901-01-01T00:00:00.000Z
    today: 2014-08-08T00:00:00.000Z
    duration: PT3584908800S
    millis: 3584908800000
    seconds: 3584908800
    

When going the other direction, either:

  * Pass a `long` number of seconds to the static method `Duration.standardSeconds`.
  * Pass an ISO 8601 string to the constructor of Duration.",1,1
SO,Instant,"How do you divide a time period into equal intervals and find the current one? 

I need to schedule a periodic job for lots of users. This job will run at a fixed rate, the interval. I want to distribute the execution of the job for each user uniformly over that interval. For example, if the interval is 4 days, I'd use a consistent hashing function with an identifier for each user to schedule the job at the same time, eg. every 4 days, on the 3rd day.

The interval is relative to an origin instant that is the same for all users. Given such an origin instant, like `Instant#EPOCH` or some other constant value, how do I find the start date of the current interval?

I can do
    
    
    Instant now = Instant.now();
    Instant origin = Instant.EPOCH;
    Duration interval = Duration.ofDays(4);
    Duration duration = Duration.between(origin, now);
    long sinceOrigin = duration.toMillis();
    long millisPerInterval = interval.toMillis();
    long intervalsSince = sinceOrigin / millisPerInterval;
    Instant startNext = origin.plus(interval.multipliedBy(intervalsSince));
    int cursor = distributionStrategy.distribute(hashCode, millisPerInterval);
    

I can then use the `cursor` to schedule the job at an `Instant` relative to the start of the current interval.

There's a lot of math here and I'm not sure the transformation to milliseconds everywhere will uphold actual dates. Is there a more precise way of dividing the time between two instants and finding the one (the subdivision) we are in currently?

If you only want to reduce the math here, you can use remainder instead of a division and multiplication.
    
    
    long millisSinceIntervalStart = sinceOrigin % millisPerInterval;
    Instant startNext = now.minusMillis(millisSinceIntervalStart);
    

Here you don't have to calculate the number of intervals passed since origin. Just get the time passed since intervalStart and subtract it from current time.

Also, your `startNext` seems to indicate the start of current interval, not the next interval. Correct?",1,1
TU,DateTime.Property,"### Properties

There is much more power available, however, through the use of what is termed a property. Each calendar field is associated with such a property. Thus, 'day-of-year', whose value is directly returned by the method `getDayOfYear()`, is also associated with the property returned by the `dayOfYear()` method. The property class associated with `DateTime` is `DateTime.Property`. 

Knowing the methods on the property is the secret to making the most of the API. We have more to say on the usage of properties later in this document.",1,1
TU,ReadableDuration,"## Durations

A duration in Joda-Time represents a duration of time measured in milliseconds. The duration is often obtained from an interval. 

Durations are a very simple concept, and the implementation is also simple. They have no chronology or time zone, and consist solely of the millisecond duration. 

Durations can be added to an instant, or to either end of an interval to change those objects. In datetime maths you could say: 
    
    
          instant  +  duration  =  instant
    

Currently, there is only one implementation of the `ReadableDuration` interface: `Duration`.",0,1
TU,Chronology,"## Chronology

The Joda-Time design is based around the `Chronology`. It is a calculation engine that supports the complex rules for a calendar system. It encapsulates the field objects, which are used on demand to split the absolute time instant into recognisable calendar fields like 'day-of-week'. It is effectively a pluggable calendar system. 

The actual calculations of the chronology are split between the `Chronology` class itself and the field classes - `DateTimeField` and `DurationField`. Together, the subclasses of these three classes form the bulk of the code in the library. Most users will never need to use or refer directly to the subclasses. Instead, they will simply obtain the chronology and use it as a singleton, as follows: 
    
    
    Chronology coptic = CopticChronology.getInstance(),
    

Internally, all the chronology, field, etc. classes are maintained as singletons. Thus there is an initial setup cost when using Joda-Time, but after that only the main API instance classes (`DateTime`, `Interval`, `Period`, etc.) have creation and garbage collector costs. 

Although the `Chronology` is key to the design, it is not key to using the API !! 

For most applications, the `Chronology` can be ignored as it will default to the ISOChronology. This is suitable for most uses. You would change it if you need accurate dates before October 15, 1582, or whenever the Julian calendar ceased in the territory you're interested in). You'd also change it if you need a specific calendar like the Coptic calendar illustrated earlier.",1,1
TU,Chronology,"## Changing `Chronology`

The `DateTime` class also has one method for changing calendars. This allows you to change the calendar for a given moment in time. Thus if you want to get the datetime for the current time, but in the Buddhist Calendar, you would do 
    
    
        // get current moment in default time zone
        DateTime dt = new DateTime(),
        dt.getYear(),  // returns 2004
        // change to Buddhist chronology
        DateTime dtBuddhist = dt.withChronology(BuddhistChronology.getInstance()),
        dtBuddhist.getYear(),  // returns 2547
    

where `BuddhistChronology.getInstance()` is a factory method for obtaining a Buddhist chronology.",0,1
TU,DateTime,"### Formatters

All printing and parsing is performed using a `DateTimeFormatter` object. Given such an object `fmt`, parsing is performed as follows 
    
    
        String strInputDateTime,
        // string is populated with a date time string in some fashion
        ...
        DateTime dt = fmt.parseDateTime(strInputDateTime),
    

Thus a `DateTime` object is returned from the parse method of the formatter. Similarly, output is performed as 
    
    
        String strOutputDateTime = fmt.print(dt),",0,1
TU,DateTimeUtils,"### Change the Current Time

Joda-Time allows you to change the current time. All methods that get the current time are indirected via `DateTimeUtils`. This allows the current time to be changed, which can be very useful for testing. 
    
    
        // always return the same time when querying current time
        DateTimeUtils.setCurrentMillisFixed(millis),
        // offset the real time
        DateTimeUtils.setCurrentMillisOffset(millis),
    

Note that changing the current time this way does not affect the system clock.",1,1
SO,PeriodType,"How to calculate difference ONLY in months using Java's Joda API 

I am writing a program that is supposed to just calculate the months between 2 given dates and return the value to the program. For instance, if I have to calculate the number of months between 1 April and 30 June (which is a quarter, 3 months), and I use the following code: 
    
    
     DateTime start = new DateTime().withDate(2011, 4, 1);
    DateTime end = new DateTime().withDate(2011, 6, 30);
    Months mt = Months.monthsBetween(start, end);
    int monthDiff = mt.getMonths();
    

Using this, I am still getting ""2"" as the number of months, whereas it is actually ""3"" months. This is an example of what I want. I am only calculating the number of months (i.e. from 1st of the start month t the last date of the end month) and I dont need additional analysis like days, weeks, hours, etc. How do I achieve this?

Any help would be appreciated. 
    
    
    DateTime start = new DateTime().withDate(2011, 4, 1);
    DateTime end = new DateTime().withDate(2011, 6, 30);
    Period p = new Period(start, end, PeriodType.months().withDaysRemoved());
    int months = p.getMonths() + 1;
    

You need the `withDaysRemoved()` part to ensure that adding one to the number of months works. Otherwise two dates such as `2011-04-15` and `2011-06-14` would still result in the answer being `2`",1,1
SO,addToCopy,"Joda-Time: Get first/second/last sunday of month 

In plain Java, I have this code to get the last Sunday of the month.
    
    
    Calendar getNthOfMonth(int n, int day_of_week, int month, int year) {
    Calendar compareDate = Date(1, month, year);
    compareDate.set(DAY_OF_WEEK, day_of_week);
    compareDate.set(DAY_OF_WEEK_IN_MONTH, n);
    return compareDate;
    }
    // Usage
    Calendar lastSundayOfNovember = getNthOfMonth(-1, SUNDAY, NOVEMBER, 2012)
    

What is a clean and elegant way to achieve the same result using `Joda-Time`?
    
    
    public class Time {
    public static void main(String[] args) {
    System.out.println(getNthOfMonth(DateTimeConstants.SUNDAY, DateTimeConstants.SEP, 2012));
    }
    public static LocalDate getNthOfMonth(int day_of_week, int month, int year) {
    LocalDate date = new LocalDate(year, month, 1).dayOfMonth() 
    .withMaximumValue()
    .dayOfWeek()
    .setCopy(day_of_week);
    if(date.getMonthOfYear() != month) {
    return date.dayOfWeek().addToCopy(-7);
    }
    return date;
    }
    }",1,1
SO,Interval,"How to slice a period of time into several slices in Joda Time? 

I want to make a personal schedule manager using Java and Joda Time. The user has a certain period in a day (eg. 10am-4pm) , for each day in a month. He should be able to extract a period from his day and ""add"" a list of chores (ie strings) to this period. Then he will be shown the remaining portion of his day. He can extract more periods from this until he has no time periods left. He can add an extracted period back to the schedule for the day and remove all chores for that period, that is free time. 

The size of a time slice that can be extracted is decided by the user. number of time slices = total time available in a day/size of time-slice set by user = num of time slices of desired size + remainder time

He can divide his day into chunks of 1hr, 30 mins, 15 mins, 20mins, 40mins etc.

ADDED: The user needs to have his whole schedule saved so that he can come back and check what he was doing in the past. The hours each day can be variable - 10am-4pm, 9am-1pm etc

I am new to Joda Time and I don't know if this is possible in Joda Time and if possible, is it easy or cumbersome. I only need some guidance. I am not asking for the whole code to be typed for me.

Thanks in advance. 

Method split start and end in given interval.
    
    
    private List splitDateTime(long start, long end, int intervalNo) {
    long interval = (end - start) / intervalNo;
    List list = new ArrayList();
    for (long i = start + interval; i < end; i += interval) {
    list.add(new Interval(start, i));
    start=start + interval;
    }
    list.add(new Interval(start, end));
    return list;
    }",0,1
SO,year(),"Recommended use for Joda-Time's DateMidnight 

The javdoc for `LocalDate#toDateMidnight` reads as follows:

> As from v1.5, you are recommended to avoid DateMidnight and use toDateTimeAtStartOfDay() instead because of the exception detailed below.
> 
> This method will throw an exception if the default time zone switches to Daylight Savings Time at midnight and this LocalDate represents that switchover date. The problem is that there is no such time as midnight on the required date, and as such an exception is thrown.

The fact that midnight does not exist in certain time zones seems like reason enough to avoid using `DateMidnight` entirely (assuming your code is not using a fixed time zone that is known not to have this DST situation and will never need to use different time zones in the future).

However, `DateMidnight` is not deprecated and there is no similar recommendation or warning in the javadoc for the `DateMidnight` class itself. Furthermore, the `DateMidnight` constructor happily accepts an instant and time zone such that midnight does not exist on the given day, rather than throwing an `IllegalArgumentException` like `LocalDate#toDateMidnight`. The resulting `DateMidnight` behaves like a `DateTime` with time at start of day.

When midnight does not exist on a given day, why does `LocalDate#toDateMidnight` throw an exception while the `DateMidnight` constructor does not? What is the recommended use case for `DateMidnight` if any?

There is no good reason to use `DateMidnight`. `LocalDate` is the better option. Thats because midnight does not occur once a year in certain time-zones, completely messing up the usability of the class, and creating bugs in applications.

The constructor was fixed to avoid the worst problem, however seeing a `DateMidnight` object with the internal millisecond value pointing at 01:00 isn't exactly great.",1,1
SO,DateTimeFormat,"Get Date in Java given Week number, week day and year 

Given Week of the year, the week day and the year, how can we get the Date in Java?

With Jodatime, I tried the following:
    
    
    DateTime dt = new DateTime();
    dt.withYear(year);
    dt.withWeekOfWeekyear(weekOfYear);
    dt.withDayOfWeek(weekDay);
    DateTimeFormatter dateTimeFormatter = DateTimeFormat.forPattern(""yyMMdd"");
    System.out.println(dateTimeFormatter.print(dt));
    

But it gets the current Date!

JodaTime returns a changed copy, so do:
    
    
    DateTime dt = new DateTime()
    .withYear(year)
    .withWeekOfWeekyear(weekOfYear)
    .withDayOfWeek(weekDay);
    DateTimeFormatter dateTimeFormatter = DateTimeFormat.forPattern(""yyMMdd"");
    System.out.println(dateTimeFormatter.print(dt));
    

And this should work as expected.",1,1
SO,Instant,"Java Can't Parse UTC Date with SimpleDateFormat 

Why am I getting an error below? It happens only with some dates.
    
    
     Helper.getDate(""2014-01-09T17:10:14Z"", ""dd-MM-yyyy"");
    public static Date getDate(String date, String format) {
    DateFormat df = new SimpleDateFormat(format);
    try {
    return df.parse(date);
    } catch (ParseException e) {
    log.error(""getDate"", e);
    }
    return null;
    }
    

Already has lot of answer but just wanted to update with java 8.

Generally we face two problems with dates 

  1. Parsing String to Date
  2. Display Date in desired string format



`DateTimeFormatter` class in Java 8 can be used for both of these purpose. Below methods try to provide solution to these issues.

Method 1: Convert your UTC string to Instant. Using Instant you can create Date for any time-zone by providing time-zone string and use `DateTimeFormatter` to format date for display as you wish.
    
    
    String dateString = ""2016-07-13T18:08:50.118Z"";
    String tz = ""America/Mexico_City"";
    DateTimeFormatter dtf = DateTimeFormatter.ofPattern(""MMM d yyyy hh:mm a"");
    ZoneId zoneId = ZoneId.of(tz);
    Instant instant = Instant.parse(dateString);
    ZonedDateTime dateTimeInTz =ZonedDateTime.ofInstant(instant, zoneId);
    System.out.println(dateTimeInTz.format(dtf));
    

Method 2:

Use `DateTimeFormatter` built in constants e.g `ISO_INSTANT` to parse string to `LocalDate`. `ISO_INSTANT` can parse dates of pattern 

yyyy-MM-dd'T'HH:mm:ssX e.g '2011-12-03T10:15:30Z'
    
    
    LocalDate parsedDate
    = LocalDate.parse(dateString, DateTimeFormatter.ISO_INSTANT);
    DateTimeFormatter displayFormatter = DateTimeFormatter.ofPattern(""yyyy MM dd"");
    System.out.println(parsedDate.format(displayFormatter));
    

Method 3:

If your date string has much precision of time e.g it captures fraction of seconds as well as in this case 2016-07-13T18:08:50.118Z then method 1 will work but method 2 will not work. If you try to parse it will throw `DateTimeException` Since `ISO_INSTANT` formatter will not be able to parse fraction of seconds as you can see from its pattern. In this case you will have to create a custom `DateTimeFormatter` by providing date pattern as below.
    
    
    LocalDate localDate 
    = LocalDate.parse(date, DateTimeFormatter.ofPattern(""yyyy-MM-dd'T'HH:mm:ss.SSSX""));",0,1
